Date,City,Coffee Type,Price,Cups Sold,Revenue
2023-05-25,Brussels,Café pineapple latte,5.25,12,63.0
2023-08-25,Singapore,Bulletproof Coffee,10.88,17,184.96
2023-11-13,Berlin,Café dulce de leche latte,4.51,19,85.69
2023-06-06,Istanbul,Cortado,6.42,32,205.44
2023-07-18,Brussels,Café tres leches latte,6.25,24,150.0
2023-08-02,Casablanca,Café gingerbread mocha,4.67,24,112.08
2023-04-14,Berlin,Café tiramisu latte,6.3,20,126.0
2023-08-01,Mexico City,Cafe con Leche,4.66,27,125.82
2023-12-14,Rome,Café Viennois,8.53,26,221.78
2023-02-20,Kuala Lumpur,Café cherimoya latte,4.44,9,39.96
2023-03-12,Vienna,Café glacé,7.67,31,237.77
2023-01-09,Rome,Latte,4.74,9,42.66
2023-09-07,Surat,Café passion fruit latte,2.55,24,61.2
2023-11-27,Stockholm,Café pistachio latte,7.68,24,184.32
2023-12-14,Bangkok,Café dulce de leche latte,3.59,11,39.49
2023-06-24,Copenhagen,Café persimmon latte,6.39,16,102.24
2023-06-02,Singapore,Mocha,9.56,26,248.56
2023-09-28,Delhi,Café jackfruit latte,2.56,12,30.72
2023-02-08,Kathmandu,Café mangosteen latte,1.84,21,38.64
2023-04-14,Budapest,Iced Coffee,5.39,16,86.24
2023-01-01,Cairo,Cafe Cubano,3.98,22,87.56
2023-11-13,Cape Town,Café hibiscus latte,2.84,11,31.24
2023-08-25,Lisbon,Café London fog,7.99,10,79.9
2023-07-03,Stockholm,Café passion fruit latte,7.89,27,213.03
2023-03-29,Tel Aviv,Café jasmine latte,5.0,26,130.0
2023-02-17,Karachi,Café dark chocolate mocha,2.3,18,41.4
2023-11-18,Zurich,Café lychee latte,9.04,50,452.0
2023-07-24,Athens,Café mango latte,3.7,28,103.6
2023-08-27,Copenhagen,Ristretto,4.32,18,77.76
2023-08-09,Toronto,Nitro Coffee,7.76,26,201.76
2023-03-11,Colombo,Café dulce de leche latte,1.65,22,36.3
2023-01-23,Jakarta,Café lychee latte,3.17,28,88.76
2023-06-15,Seoul,Café Bombón,8.05,9,72.45
2023-01-01,Stockholm,Flat White,6.82,38,259.16
2023-03-24,London,Café breadfruit latte,8.25,9,74.25
2023-06-05,Athens,Café matcha latte,5.67,8,45.36
2023-11-11,Budapest,Café pumpkin spice latte,4.39,49,215.11
2023-11-06,Toronto,Café nutmeg latte,6.94,15,104.1
2023-01-29,Lisbon,Café persimmon latte,4.53,47,212.91
2023-03-30,Karachi,Café latte macchiato,2.36,20,47.2
2023-07-31,Paris,Café butter pecan latte,5.25,26,136.5
2023-07-07,Nairobi,Cortado,2.85,12,34.2
2023-02-12,Mumbai,Café cherimoya latte,2.76,38,104.88
2023-06-29,Karachi,Café Touba,2.67,11,29.37
2023-01-05,Riyadh,Café ginger latte,5.23,25,130.75
2023-01-24,Singapore,Café rose latte,7.79,19,148.01
2023-06-03,Casablanca,Café Viennois,5.14,29,149.06
2023-06-04,Madrid,Café apple pie latte,5.51,30,165.3
2023-02-07,Budapest,Café dulce de leche latte,2.97,9,26.73
2023-02-27,Dhaka,Café tres leches latte,2.27,10,22.7
2023-08-20,Budapest,Café soursop latte,4.25,41,174.25
2023-01-24,Amsterdam,Café saffron latte,6.18,26,160.68
2023-05-23,New York,Frappuccino,9.41,34,319.94
2023-06-16,Colombo,Café chestnut latte,1.73,8,13.84
2023-05-27,Singapore,Café durian latte,6.54,22,143.88
2023-02-03,Lagos,Nitro Coffee,2.28,14,31.92
2023-02-22,Singapore,Café raspberry latte,5.69,26,147.94
2023-04-22,Johannesburg,Café Touba,4.36,26,113.36
2023-11-21,Singapore,Café lavender latte,5.37,37,198.69
2023-01-27,Bangkok,Cafe con Leche,4.01,11,44.11
2023-05-09,Seoul,Café banana latte,5.42,14,75.88
2023-05-25,Lagos,Mocha,2.37,12,28.44
2023-10-11,Manila,Vienna Coffee,3.06,12,36.72
2023-07-15,Amsterdam,Café sapodilla latte,5.31,22,116.82
2023-11-10,Berlin,Café glacé,8.89,18,160.02
2023-04-03,Bangalore,Café latte macchiato,2.9,7,20.3
2023-08-07,Lisbon,Café royale,6.64,19,126.16
2023-03-16,Santiago,Café royale,5.36,27,144.72
2023-07-21,Brussels,Café clove latte,4.78,11,52.58
2023-03-04,Singapore,Café cannoli latte,6.06,47,284.82
2023-09-10,São Paulo,Café spiced mocha,5.36,49,262.64
2023-03-08,Surat,Café frappé,3.19,6,19.14
2023-02-25,Zurich,Café soursop latte,8.88,32,284.16
2023-08-20,Warsaw,Café chestnut latte,3.32,32,106.24
2023-11-04,Kathmandu,Café longan latte,1.74,62,107.88
2023-05-05,Tokyo,Café spiced turmeric latte,7.9,34,268.6
2023-08-18,Tokyo,Café Miel,11.15,25,278.75
2023-07-29,Berlin,Cafe Cubano,7.94,27,214.38
2023-04-13,Istanbul,Café soy latte,6.31,33,208.23
2023-10-31,Riyadh,Café Marocchino,6.56,28,183.68
2023-02-20,New York,Café mocha frappé,9.46,9,85.14
2023-03-12,Delhi,Café dark chocolate mocha,3.15,32,100.8
2023-05-24,Berlin,Café blackberry latte,6.93,29,200.97
2023-02-16,Delhi,Café blackberry latte,2.15,21,45.15
2023-02-23,Lima,Cafe Zorro,4.09,15,61.35
2023-07-18,Bangalore,Café churro latte,2.81,7,19.67
2023-03-08,Auckland,Café salak latte,6.48,25,162.0
2023-05-23,Manila,Café cinnamon mocha,2.87,20,57.4
2023-05-18,Singapore,Café earl grey latte,7.99,12,95.88
2023-03-15,Cape Town,Café almond latte,2.82,28,78.96
2023-04-28,Berlin,Café longan latte,5.24,16,83.84
2023-12-09,Hanoi,Café baklava latte,2.86,32,91.52
2023-08-06,Lima,Café white chocolate mocha,4.52,46,207.92
2023-12-07,Hanoi,Café turmeric latte,3.14,39,122.46
2023-04-04,Beijing,Bulletproof Coffee,6.66,11,73.26
2023-08-12,Cape Town,Cortado,4.18,49,204.82
2023-05-11,Surat,Café Viennois,3.29,8,26.32
2023-10-04,Cairo,Café strawberry latte,2.9,9,26.1
2023-01-18,Seoul,Frappuccino,6.92,9,62.28
2023-12-11,Paris,Cafe con Leche,9.32,20,186.4
2023-05-20,Auckland,Café pumpkin pie latte,4.28,39,166.92
2023-07-03,Madrid,Café chai latte,5.97,13,77.61
2023-05-26,Singapore,Black Eye,3.28,14,45.92
2023-06-21,Seoul,Doppio,3.65,27,98.55
2023-01-22,Beijing,Café quince latte,6.23,44,274.12
2023-12-22,Buenos Aires,Café soursop latte,2.46,33,81.18
2023-10-22,Mexico City,Nitro Coffee,4.55,22,100.1
2023-06-09,Colombo,Café frappé,3.18,30,95.4
2023-07-19,Kuala Lumpur,Red Eye,2.64,24,63.36
2023-04-11,Santiago,Café dark chocolate mocha,5.38,17,91.46
2023-09-03,New York,Café cherimoya latte,5.96,60,357.6
2023-06-17,Cairo,Mocha,2.93,32,93.76
2023-03-02,Istanbul,Café chai latte,5.75,32,184.0
2023-04-25,Prague,Black Eye,3.54,8,28.32
2023-04-17,Seoul,Cortado,4.64,27,125.28
2023-06-02,Kuala Lumpur,Café macadamia latte,3.88,16,62.08
2023-05-07,Manila,Café pumpkin pie latte,2.28,21,47.88
2023-04-19,Melbourne,Café oat latte,4.47,13,58.11
2023-06-22,Jakarta,Café toffee nut latte,2.37,24,56.88
2023-05-08,São Paulo,Café raspberry latte,3.22,22,70.84
2023-01-09,Bangalore,Café tiramisu latte,2.26,16,36.16
2023-01-14,Singapore,Café longan latte,7.2,49,352.8
2023-09-20,Bogotá,Café frappé,4.14,18,74.52
2023-06-24,Mumbai,Café cinnamon mocha,3.28,30,98.4
2023-08-29,Lima,Café nutmeg latte,3.82,23,87.86
2023-04-20,New York,Café pistachio latte,8.85,32,283.2
2023-02-19,Lagos,Bulletproof Coffee,2.75,40,110.0
2023-12-14,Zurich,Café chestnut latte,5.88,37,217.56
2023-08-11,Manila,Café toffee nut latte,2.66,21,55.86
2023-05-12,Bangkok,Café con Hielo,4.93,27,133.11
2023-06-13,Tel Aviv,Café hazelnut latte,6.97,30,209.1
2023-11-21,Bangalore,Café almond latte,2.07,20,41.4
2023-04-13,Prague,Cafe Zorro,4.98,22,109.56
2023-10-15,Hong Kong,Café spiced mocha,11.07,43,476.01
2023-09-23,Auckland,Café sapodilla latte,4.49,50,224.5
2023-04-01,Hanoi,Café turmeric ginger latte,2.56,20,51.2
2023-10-21,Dhaka,Other,2.69,19,51.11
2023-09-17,London,Cold Brew,10.01,22,220.22
2023-06-01,Bangalore,Café hibiscus latte,2.23,20,44.6
2023-05-19,Tel Aviv,Café tiramisu latte,5.83,22,128.26
2023-09-10,Seoul,Mocha,7.09,40,283.6
2023-12-05,Bangalore,Café mixed berry latte,2.95,13,38.35
2023-08-29,Tel Aviv,Café rosehip latte,5.52,21,115.92
2023-05-27,Dubai,Café caramel macchiato,6.15,28,172.2
2023-05-06,Nairobi,Café sapodilla latte,2.66,47,125.02
2023-09-19,Stockholm,Espresso,5.11,20,102.2
2023-12-21,Dubai,Café mangosteen latte,5.5,11,60.5
2023-04-24,Casablanca,Café jasmine latte,2.65,29,76.85
2023-09-02,Rome,Café chamomile latte,4.6,42,193.2
2023-01-23,Johannesburg,Café apple pie latte,4.17,28,116.76
2023-11-18,Istanbul,Café guava latte,4.98,49,244.02
2023-01-19,Budapest,Cafe Zorro,5.03,8,40.24
2023-03-26,Beijing,Turkish Coffee,7.04,25,176.0
2023-01-16,Prague,Café chai latte,4.1,14,57.4
2023-01-04,Bangkok,Turkish Coffee,4.98,18,89.64
2023-04-28,Kuala Lumpur,Café cinnamon mocha,5.24,23,120.52
2023-01-10,Bogotá,Café jasmine latte,3.73,21,78.33
2023-02-19,Prague,Café jasmine latte,4.41,24,105.84
2023-07-14,São Paulo,Café macadamia latte,3.59,25,89.75
2023-01-02,Oslo,Cafe Cubano,8.55,29,247.95
2023-05-19,Bangalore,Café chai latte,2.11,9,18.99
2023-10-29,Santiago,Cafe con Leche,6.18,31,191.58
2023-03-19,Istanbul,Café hazelnut latte,5.14,18,92.52
2023-02-22,Amsterdam,Café toffee nut latte,5.25,15,78.75
2023-11-11,Oslo,Café persimmon latte,5.92,23,136.16
2023-05-13,Bangkok,Café sapodilla latte,3.31,47,155.57
2023-10-13,Casablanca,Café earl grey latte,3.85,27,103.95
2023-10-06,Cairo,Café cannoli latte,2.59,29,75.11
2023-02-28,Copenhagen,Cafe Zorro,11.53,25,288.25
2023-05-04,Mexico City,Café quince latte,3.0,28,84.0
2023-03-31,Tokyo,Café peppermint mocha,7.35,27,198.45
2023-12-01,Lima,Café ginger latte,3.56,18,64.08
2023-05-17,Santiago,Café coconut latte,3.71,13,48.23
2023-04-27,Vienna,Café golden latte,5.56,17,94.52
2023-12-26,São Paulo,Café starfruit latte,4.18,39,163.02
2023-09-13,Brussels,Café golden latte,4.48,23,103.04
2023-07-07,Sydney,Iced Coffee,8.84,42,371.28
2023-06-24,Tokyo,Cafe Breve,11.04,44,485.76
2023-11-23,Dhaka,Cortado,1.77,18,31.86
2023-08-25,Dubai,Café mango latte,8.14,16,130.24
2023-01-23,Nairobi,Café Viennois,4.24,9,38.16
2023-01-19,Shanghai,Cappuccino,4.19,8,33.52
2023-09-01,Karachi,Café fig latte,2.5,11,27.5
2023-12-11,Lagos,Café matcha latte,2.23,23,51.29
2023-11-07,Cape Town,Red Eye,2.58,24,61.92
2023-08-10,Manila,Café chestnut latte,2.94,9,26.46
2023-12-01,Vienna,Café sapodilla latte,4.7,18,84.6
2023-07-28,Mumbai,Café golden latte,2.04,8,16.32
2023-09-06,Cairo,Café butter pecan latte,2.7,15,40.5
2023-01-17,Riyadh,Café lemongrass latte,4.42,27,119.34
2023-04-25,Dubai,Café turmeric latte,7.54,29,218.66
2023-01-29,São Paulo,Café guava latte,3.5,32,112.0
2023-06-09,Kathmandu,Turkish Coffee,3.5,19,66.5
2023-03-09,Karachi,Frappuccino,2.48,7,17.36
2023-05-06,Brussels,Café quince latte,4.47,32,143.04
2023-08-30,Shanghai,Café persimmon latte,5.69,17,96.73
2023-12-12,Tokyo,Café passion fruit latte,5.38,19,102.22
2023-02-15,Singapore,Café blackberry latte,7.36,12,88.32
2023-05-23,Dhaka,Café hazelnut mocha,2.86,23,65.78
2023-09-23,Lima,Café Viennois,5.0,26,130.0
2023-11-18,Shanghai,Café flan latte,4.92,27,132.84
2023-02-06,Cairo,Café cardamom latte,3.07,12,36.84
2023-06-13,Casablanca,Café allspice latte,3.6,20,72.0
2023-03-22,Lagos,Flat White,1.65,9,14.85
2023-11-07,Lisbon,Café royale,6.95,33,229.35
2023-08-09,Lima,Affogato,4.66,30,139.8
2023-03-14,Mexico City,Café Liégeois,4.62,13,60.06
2023-05-07,Singapore,Café persimmon latte,7.73,16,123.68
2023-06-16,Warsaw,Café soursop latte,3.08,16,49.28
2023-10-23,Bangalore,Café blueberry latte,3.1,10,31.0
2023-11-10,Bangalore,Café pumpkin pie latte,2.99,14,41.86
2023-08-31,Brussels,Flat White,6.25,22,137.5
2023-07-07,Oslo,Cafe Zorro,8.84,30,265.2
2023-11-22,Vienna,Café durian latte,6.68,29,193.72
2023-01-29,Cairo,Café durian latte,2.68,45,120.6
2023-08-04,Sydney,Café white chocolate mocha,10.06,20,201.2
2023-11-25,Vienna,Café royale,7.67,44,337.48
2023-10-16,London,Café glacé,11.85,36,426.6
2023-04-03,Mexico City,Café rambutan latte,3.71,15,55.65
2023-04-27,Kathmandu,Café salak latte,2.29,14,32.06
2023-10-22,Toronto,Cafe au Lait,7.22,50,361.0
2023-02-11,Johannesburg,Cafe au Lait,6.22,24,149.28
2023-10-24,Riyadh,Other,7.23,26,187.98
2023-04-08,Copenhagen,Café con Hielo,8.36,15,125.4
2023-09-08,Dubai,Café quince latte,5.74,19,109.06
2023-12-18,Lima,Café raspberry latte,2.86,39,111.54
2023-06-18,Oslo,Café London fog,8.48,23,195.04
2023-04-14,Jakarta,Doppio,1.54,26,40.04
2023-08-14,Toronto,Café churro latte,6.31,27,170.37
2023-08-19,Cape Town,Cafe Zorro,5.88,17,99.96
2023-03-01,Vienna,Café maple walnut latte,5.78,17,98.26
2023-08-24,Oslo,Black Eye,5.08,28,142.24
2023-11-03,Vienna,Café pomegranate latte,5.73,20,114.6
2023-02-15,Tokyo,Café London fog,8.67,26,225.42
2023-05-18,London,Café gingerbread mocha,9.41,19,178.79
2023-08-16,Copenhagen,Café quince latte,7.46,18,134.28
2023-01-01,Amsterdam,Café Miel,9.53,18,171.54
2023-12-22,Berlin,Café saffron latte,5.81,23,133.63
2023-10-27,Zurich,Café chamomile latte,6.66,11,73.26
2023-02-28,Mexico City,Flat White,3.74,20,74.8
2023-05-11,Lisbon,Café cinnamon mocha,5.75,18,103.5
2023-11-16,Oslo,Café lychee latte,7.04,10,70.4
2023-03-27,Tokyo,Café pumpkin spice latte,8.31,10,83.1
2023-08-10,Zurich,Café caramel macchiato,8.88,14,124.32
2023-05-30,Delhi,Café pistachio latte,3.13,20,62.6
2023-03-06,Lagos,Café persimmon latte,2.29,9,20.61
2023-06-22,Singapore,Café pumpkin pie latte,6.37,12,76.44
2023-03-31,Buenos Aires,Café apple pie latte,2.68,8,21.44
2023-04-10,Tokyo,Café royale,9.09,9,81.81
2023-10-14,Oslo,Café s'mores latte,6.27,41,257.07
2023-04-24,Manila,Café clove latte,2.06,9,18.54
2023-01-14,Bogotá,Café chamomile latte,2.42,25,60.5
2023-08-13,Buenos Aires,Café dulce de leche latte,3.27,23,75.21
2023-01-02,Kuala Lumpur,Café dirty chai,5.0,30,150.0
2023-07-27,London,Café glacé,9.76,32,312.32
2023-11-24,Beijing,Café tropical latte,4.85,20,97.0
2023-01-30,Shanghai,Café starfruit latte,5.95,29,172.55
2023-04-10,Lagos,Café vanilla latte,2.23,24,53.52
2023-04-12,Amsterdam,Café coconut latte,4.97,29,144.13
2023-12-12,Johannesburg,Café turmeric latte,3.68,13,47.84
2023-11-06,Beijing,Cafe Breve,7.22,11,79.42
2023-11-13,Brussels,Café starfruit latte,4.69,11,51.59
2023-02-18,Singapore,Café tropical latte,6.31,35,220.85
2023-05-26,Warsaw,Café maple walnut latte,3.78,20,75.6
2023-03-14,Johannesburg,Café turmeric ginger latte,3.73,12,44.76
2023-01-13,Lisbon,Café walnut latte,3.68,22,80.96
2023-05-03,Melbourne,Café tropical latte,5.58,18,100.44
2023-07-11,Colombo,Café rosehip latte,1.7,14,23.8
2023-09-22,Dhaka,Café latte macchiato,1.62,8,12.96
2023-12-02,Mumbai,Café hibiscus latte,2.12,27,57.24
2023-07-31,Karachi,Café date latte,1.66,6,9.96
2023-06-25,Mexico City,Café saffron latte,3.52,15,52.8
2023-09-14,Zurich,Café honey almond latte,6.51,13,84.63
2023-11-16,Singapore,Café frappé,8.83,22,194.26
2023-10-29,Bogotá,Café Bombón,3.98,38,151.24
2023-12-24,Bangalore,Cafe au Lait,3.7,20,74.0
2023-06-23,Brussels,Café s'mores latte,4.46,27,120.42
2023-07-30,Kuala Lumpur,Café mixed berry latte,3.45,47,162.15
2023-01-28,Stockholm,Affogato,9.64,21,202.44
2023-05-12,Hong Kong,Café pumpkin pie latte,7.96,29,230.84
2023-12-15,Prague,Café fig latte,3.58,20,71.6
2023-11-25,Prague,Café pomegranate latte,4.33,23,99.59
2023-07-08,Auckland,Café hazelnut mocha,5.53,30,165.9
2023-10-20,Surat,Café blackberry latte,1.76,17,29.92
2023-03-05,Warsaw,Café rambutan latte,4.07,47,191.29
2023-07-16,Copenhagen,Café lavender latte,5.83,26,151.58
2023-09-07,Tel Aviv,Café toffee nut latte,7.13,21,149.73
2023-04-28,Sydney,Café kumquat latte,6.35,8,50.8
2023-10-28,Tokyo,Café mango latte,7.34,48,352.32
2023-07-09,Surat,Café pumpkin pie latte,1.82,15,27.3
2023-05-16,Casablanca,Café dulce de leche latte,2.86,14,40.04
2023-11-09,Auckland,Red Eye,3.72,24,89.28
2023-12-08,Melbourne,Café fig latte,4.49,36,161.64
2023-04-25,Bangkok,Café matcha latte,3.63,17,61.71
2023-03-17,London,Café starfruit latte,7.99,15,119.85
2023-01-15,Johannesburg,Café nutmeg latte,4.47,23,102.81
2023-09-21,Beijing,Americano,3.14,12,37.68
2023-03-13,Lima,Café cinnamon roll latte,3.73,8,29.84
2023-03-13,Sydney,Doppio,5.84,23,134.32
2023-10-10,Manila,Café caramel macchiato,2.03,22,44.66
2023-01-26,Manila,Café cranberry latte,3.22,30,96.6
2023-02-09,Brussels,Café glacé,7.5,9,67.5
2023-08-08,Tel Aviv,Café butter pecan latte,5.55,27,149.85
2023-02-12,Melbourne,Café pistachio latte,6.41,22,141.02
2023-03-03,Cairo,Café guava latte,3.06,13,39.78
2023-11-08,Manila,Café pineapple latte,2.23,23,51.29
2023-02-10,Budapest,Café date latte,3.47,13,45.11
2023-01-21,Beijing,Café mango latte,4.73,37,175.01
2023-12-28,Casablanca,Ristretto,2.48,14,34.72
2023-06-05,New York,Café tropical latte,7.23,18,130.14
2023-06-10,Vienna,Café durian latte,6.2,23,142.6
2023-02-21,Singapore,Café jasmine latte,6.95,12,83.4
2023-10-19,Mumbai,Café longan latte,3.01,18,54.18
2023-12-14,Amsterdam,Café pumpkin pie latte,6.57,26,170.82
2023-04-07,Prague,Café pumpkin pie latte,4.9,19,93.1
2023-11-25,Melbourne,Cortado,4.98,44,219.12
2023-10-07,Hanoi,Macchiato,3.24,19,61.56
2023-01-03,Hanoi,Café frappé,3.11,23,71.53
2023-07-09,Tokyo,Café soy latte,6.19,51,315.69
2023-02-14,Colombo,Café raspberry latte,2.19,12,26.28
2023-05-23,Melbourne,Café salak latte,5.56,20,111.2
2023-12-18,Istanbul,Café baklava latte,5.17,18,93.06
2023-10-26,Manila,Café vanilla latte,2.86,10,28.6
2023-11-24,Delhi,Red Eye,1.45,14,20.3
2023-02-08,Brussels,Affogato,9.59,28,268.52
2023-03-20,Lisbon,Café turmeric ginger latte,5.04,14,70.56
2023-08-07,Melbourne,Café cinnamon roll latte,4.45,28,124.6
2023-02-25,Bangkok,Café caramel macchiato,2.76,48,132.48
2023-05-19,Manila,Café tiramisu latte,3.13,18,56.34
2023-03-19,Madrid,Café mocha frappé,7.97,32,255.04
2023-10-27,Manila,Café kumquat latte,2.21,10,22.1
2023-10-27,Tel Aviv,Black Eye,3.9,10,39.0
2023-07-20,Karachi,Café cardamom latte,2.26,14,31.64
2023-10-21,Johannesburg,Café coconut cream latte,3.16,40,126.4
2023-05-28,Delhi,Latte,2.28,24,54.72
2023-02-04,Lagos,Café chamomile latte,2.34,18,42.12
2023-03-08,Surat,Café tres leches latte,2.26,13,29.38
2023-08-27,Dhaka,Café con Hielo,2.44,34,82.96
2023-05-12,Manila,Café tres leches latte,2.66,28,74.48
2023-04-02,New York,Café lavender latte,6.66,36,239.76
2023-09-23,Auckland,Café turmeric ginger latte,5.65,39,220.35
2023-08-14,Casablanca,Café persimmon latte,2.9,20,58.0
2023-02-21,Bogotá,Café rosehip latte,3.31,14,46.34
2023-11-27,Manila,Irish Coffee,3.29,27,88.83
2023-07-03,Beijing,Café tres leches latte,5.82,19,110.58
2023-04-22,New York,Café pomegranate latte,8.06,31,249.86
2023-02-06,Auckland,Café Viennois,6.92,17,117.64
2023-12-13,Nairobi,Café hazelnut mocha,3.26,10,32.6
2023-09-15,Oslo,Café banana latte,7.47,10,74.7
2023-05-14,Lagos,Café dirty chai,2.85,42,119.7
2023-12-26,São Paulo,Bulletproof Coffee,5.64,27,152.28
2023-05-20,Bangalore,Ristretto,2.05,18,36.9
2023-05-15,Cape Town,Café frappé,5.54,25,138.5
2023-03-13,Melbourne,Café honey almond latte,4.87,22,107.14
2023-12-15,Beijing,Macchiato,6.47,20,129.4
2023-10-09,Singapore,Café s'mores latte,7.29,21,153.09
2023-12-31,Beijing,Café saffron latte,5.83,46,268.18
2023-07-07,Lima,Affogato,3.95,13,51.35
2023-02-06,Kathmandu,Café clove latte,2.47,30,74.1
2023-02-10,Shanghai,Café raspberry latte,4.89,21,102.69
2023-05-17,Dubai,Café pomegranate latte,7.81,15,117.15
2023-06-08,Cairo,Café Bombón,3.99,22,87.78
2023-01-28,Shanghai,Café hibiscus latte,5.11,34,173.74
2023-11-16,Dhaka,Café guava latte,2.23,27,60.21
2023-04-03,Brussels,Café allspice latte,6.67,25,166.75
2023-12-09,Vienna,Café turmeric ginger latte,4.58,55,251.9
2023-02-07,Beijing,Café salak latte,5.36,22,117.92
2023-10-11,Athens,Café earl grey latte,5.39,25,134.75
2023-12-31,Brussels,Café pecan latte,5.07,36,182.52
2023-01-07,Melbourne,Bulletproof Coffee,7.95,43,341.85
2023-12-21,Karachi,Café spiced mocha,2.3,29,66.7
2023-06-09,Prague,Café matcha latte,4.04,28,113.12
2023-12-17,Bangkok,Espresso,2.26,46,103.96
2023-07-04,Karachi,Ristretto,1.22,9,10.98
2023-05-03,Dubai,Café caramel macchiato,6.97,26,181.22
2023-01-16,Auckland,Café honey almond latte,6.42,19,121.98
2023-01-22,Lisbon,Café Miel,7.12,28,199.36
2023-10-14,Singapore,Café date latte,6.06,30,181.8
2023-11-25,Lagos,Cold Brew,2.64,28,73.92
2023-09-17,Lagos,Café cranberry latte,2.2,23,50.6
2023-12-27,Sydney,Iced Coffee,8.25,15,123.75
2023-09-29,Seoul,Cold Brew,7.68,26,199.68
2023-07-15,Copenhagen,Café coconut cream latte,8.34,26,216.84
2023-05-20,Vienna,Café cinnamon mocha,6.42,49,314.58
2023-05-19,Zurich,Café cherimoya latte,6.28,29,182.12
2023-12-06,Hanoi,Café breadfruit latte,2.22,35,77.7
2023-10-01,Taipei,Café mocha frappé,5.65,46,259.9
2023-03-01,London,Cafe Breve,8.2,18,147.6
2023-01-10,São Paulo,Café dark chocolate mocha,4.53,14,63.42
2023-09-22,Singapore,Café breadfruit latte,5.31,17,90.27
2023-07-18,Singapore,Café lychee latte,6.55,15,98.25
2023-10-02,Sydney,Café saffron latte,8.32,25,208.0
2023-08-24,Riyadh,Café cinnamon roll latte,6.06,14,84.84
2023-04-25,Tokyo,Café coconut latte,7.27,30,218.1
2023-03-03,Bangkok,Café pecan latte,2.91,17,49.47
2023-05-11,Lagos,Café Viennois,2.47,10,24.7
2023-11-13,Amsterdam,Café toffee nut latte,6.32,35,221.2
2023-01-29,Tel Aviv,Café maple walnut latte,6.05,41,248.05
2023-06-04,Seoul,Café clove latte,5.0,57,285.0
2023-10-27,Melbourne,Café rose latte,4.21,10,42.1
2023-09-28,New York,Café oat latte,8.5,34,289.0
2023-11-13,Oslo,Café Marocchino,10.22,39,398.58
2023-08-16,Cairo,Café cinnamon mocha,3.38,18,60.84
2023-05-25,Hong Kong,Café coconut cream latte,7.03,24,168.72
2023-07-26,Melbourne,Café oat latte,4.67,16,74.72
2023-08-05,Nairobi,Flat White,2.5,46,115.0
2023-03-22,Copenhagen,Café chamomile latte,5.3,30,159.0
2023-08-07,Lima,Mocha,3.88,30,116.4
2023-08-08,Singapore,Café matcha latte,6.47,23,148.81
2023-01-15,Riyadh,Café Liégeois,8.85,22,194.7
2023-01-19,Dhaka,Café hazelnut latte,1.88,23,43.24
2023-01-06,Madrid,Espresso,3.28,16,52.48
2023-10-07,Nairobi,Café starfruit latte,2.65,33,87.45
2023-10-06,Casablanca,Café jackfruit latte,2.76,8,22.08
2023-06-20,Dubai,Café s'mores latte,5.77,13,75.01
2023-06-25,Singapore,Café allspice latte,6.36,48,305.28
2023-02-14,Budapest,Other,5.15,17,87.55
2023-08-18,Melbourne,Cafe au Lait,7.25,23,166.75
2023-03-09,Nairobi,Café walnut latte,2.02,8,16.16
2023-12-12,Warsaw,Café Touba,4.52,28,126.56
2023-06-20,Auckland,Café ginger latte,5.31,26,138.06
2023-01-15,Kuala Lumpur,Café sapodilla latte,3.69,26,95.94
2023-12-17,Karachi,Cappuccino,2.33,37,86.21
2023-01-06,Budapest,Cafe Cubano,4.93,28,138.04
2023-06-27,Kuala Lumpur,Café rambutan latte,4.27,23,98.21
2023-05-29,Riyadh,Café fig latte,5.26,13,68.38
2023-03-07,Lisbon,Café vanilla latte,5.54,24,132.96
2023-02-21,London,Café dirty chai,10.34,22,227.48
2023-01-01,Vienna,Café caramel mocha,7.77,27,209.79
2023-10-06,Beijing,Café nutmeg latte,5.28,28,147.84
2023-10-27,Warsaw,Café cranberry latte,3.89,27,105.03
2023-07-22,Karachi,Café mango latte,2.0,31,62.0
2023-07-31,Kathmandu,Café tropical latte,2.11,13,27.43
2023-07-19,Taipei,Café honey almond latte,3.96,20,79.2
2023-09-02,Shanghai,Café cardamom latte,4.96,42,208.32
2023-01-03,Budapest,Nitro Coffee,5.6,20,112.0
2023-06-04,Sydney,Café toffee nut latte,7.88,28,220.64
2023-07-20,Riyadh,Vienna Coffee,8.55,8,68.4
2023-04-03,Singapore,Café cardamom latte,8.02,9,72.18
2023-05-14,Auckland,Cafe Cubano,6.57,39,256.23
2023-07-11,Mexico City,Café raspberry latte,2.86,17,48.62
2023-02-04,Cairo,Café acai latte,2.63,41,107.83
2023-05-19,Jakarta,Café Liégeois,3.86,18,69.48
2023-05-01,Nairobi,Irish Coffee,3.94,27,106.38
2023-01-27,Amsterdam,Café honey almond latte,6.08,27,164.16
2023-10-25,Santiago,Café lavender latte,4.21,24,101.04
2023-07-10,Stockholm,Cafe de Olla,9.83,16,157.28
2023-07-03,Kathmandu,Iced Coffee,2.74,36,98.64
2023-08-09,Kathmandu,Café quince latte,1.84,29,53.36
2023-10-27,Copenhagen,Café oat latte,7.23,30,216.9
2023-07-26,Paris,Vienna Coffee,9.32,22,205.04
2023-02-27,Rome,Other,6.51,19,123.69
2023-11-04,Kathmandu,Café strawberry latte,2.31,40,92.4
